inventory_id,product_id,created_at,soldCount
4091,P0005,2022-06-12,139
4092,P0009,2022-06-12,158
4093,P0012,2022-06-12,290
4094,P0013,2022-06-12,48
4095,P0014,2022-06-12,126
4096,P0016,2022-06-12,271
4097,P0017,2022-06-12,7
4098,P0003,2022-06-12,108
4099,P0006,2022-06-12,41
4100,P0007,2022-06-12,193
4101,P0008,2022-06-12,98
4102,P0010,2022-06-12,12
4103,P0012,2022-06-12,17
4104,P0013,2022-06-12,138
4105,P0016,2022-06-12,106
4106,P0018,2022-06-12,53
4107,P0001,2022-06-12,108
4108,P0006,2022-06-12,376
4109,P0007,2022-06-12,17
4110,P0008,2022-06-12,84
4111,P0014,2022-06-12,13
4112,P0015,2022-06-12,13
4113,P0019,2022-06-12,31
4114,P0008,2022-06-13,111
4115,P0010,2022-06-13,214
4116,P0013,2022-06-13,68
4117,P0017,2022-06-13,125
4118,P0018,2022-06-13,78
4119,P0019,2022-06-13,127
4120,P0002,2022-06-13,46
4121,P0003,2022-06-13,14
4122,P0015,2022-06-13,89
4123,P0008,2022-06-13,90
4124,P0010,2022-06-13,446
4125,P0015,2022-06-13,0
4126,P0017,2022-06-13,190
4127,P0018,2022-06-13,300
4128,P0001,2022-06-13,23
4129,P0002,2022-06-13,170
4130,P0003,2022-06-13,127
4131,P0004,2022-06-13,4
4132,P0005,2022-06-13,153
4133,P0009,2022-06-13,146
4134,P0011,2022-06-13,12
4135,P0012,2022-06-13,0
4136,P0020,2022-06-13,121
4137,P0005,2022-06-13,92
4138,P0009,2022-06-13,301
4139,P0011,2022-06-13,170
4140,P0012,2022-06-13,40
4141,P0015,2022-06-13,78
4142,P0016,2022-06-13,177
4143,P0017,2022-06-13,10
4144,P0019,2022-06-13,39
4145,P0002,2022-06-14,102
4146,P0004,2022-06-14,105
4147,P0005,2022-06-14,98
4148,P0006,2022-06-14,205
4149,P0007,2022-06-14,110
4150,P0013,2022-06-14,73
4151,P0020,2022-06-14,107
4152,P0002,2022-06-14,111
4153,P0003,2022-06-14,14
4154,P0004,2022-06-14,193
4155,P0006,2022-06-14,331
4156,P0007,2022-06-14,182
4157,P0013,2022-06-14,34
4158,P0019,2022-06-14,89
4159,P0002,2022-06-14,360
4160,P0005,2022-06-14,24
4161,P0010,2022-06-14,29
4162,P0012,2022-06-14,112
4163,P0013,2022-06-14,245
4164,P0018,2022-06-14,168
4165,P0003,2022-06-14,216
4166,P0004,2022-06-14,21
4167,P0005,2022-06-14,373
4168,P0010,2022-06-14,157
4169,P0011,2022-06-14,118
4170,P0012,2022-06-14,56
4171,P0015,2022-06-14,87
4172,P0017,2022-06-14,71
4173,P0020,2022-06-14,161
4174,P0006,2022-06-14,43
4175,P0007,2022-06-14,183
4176,P0010,2022-06-14,129
4177,P0005,2022-06-15,143
4178,P0010,2022-06-15,99
4179,P0014,2022-06-15,93
4180,P0016,2022-06-15,330
4181,P0002,2022-06-15,217
4182,P0004,2022-06-15,18
4183,P0006,2022-06-15,296
4184,P0007,2022-06-15,11
4185,P0008,2022-06-15,183
4186,P0017,2022-06-15,173
4187,P0018,2022-06-15,53
4188,P0003,2022-06-15,362
4189,P0011,2022-06-15,72
4190,P0017,2022-06-15,22
4191,P0004,2022-06-15,289
4192,P0007,2022-06-15,35
4193,P0009,2022-06-15,46
4194,P0010,2022-06-15,35
4195,P0015,2022-06-15,105
4196,P0001,2022-06-15,302
4197,P0008,2022-06-15,14
4198,P0017,2022-06-15,364
4199,P0018,2022-06-15,313
4200,P0003,2022-06-16,58
4201,P0004,2022-06-16,353
4202,P0008,2022-06-16,444
4203,P0013,2022-06-16,143
4204,P0001,2022-06-16,1
4205,P0002,2022-06-16,72
4206,P0013,2022-06-16,108
4207,P0020,2022-06-16,41
4208,P0003,2022-06-16,78
4209,P0011,2022-06-16,9
4210,P0014,2022-06-16,40
4211,P0016,2022-06-16,286
4212,P0017,2022-06-16,62
4213,P0020,2022-06-16,39
4214,P0006,2022-06-16,217
4215,P0007,2022-06-16,60
4216,P0011,2022-06-16,126
4217,P0012,2022-06-16,44
4218,P0017,2022-06-16,58
4219,P0018,2022-06-16,156
4220,P0001,2022-06-16,456
4221,P0009,2022-06-16,35
4222,P0019,2022-06-16,10
4223,P0006,2022-06-17,351
4224,P0012,2022-06-17,180
4225,P0013,2022-06-17,299
4226,P0015,2022-06-17,90
4227,P0019,2022-06-17,200
4228,P0009,2022-06-17,6
4229,P0018,2022-06-17,266
4230,P0019,2022-06-17,56
4231,P0002,2022-06-17,138
4232,P0004,2022-06-17,98
4233,P0007,2022-06-17,97
4234,P0011,2022-06-17,55
4235,P0014,2022-06-17,30
4236,P0015,2022-06-17,411
4237,P0020,2022-06-17,228
4238,P0011,2022-06-17,276
4239,P0002,2022-06-17,170
4240,P0011,2022-06-17,172
4241,P0001,2022-06-18,31
4242,P0003,2022-06-18,283
4243,P0006,2022-06-18,162
4244,P0008,2022-06-18,293
4245,P0010,2022-06-18,127
4246,P0015,2022-06-18,207
4247,P0002,2022-06-18,250
4248,P0003,2022-06-18,64
4249,P0004,2022-06-18,156
4250,P0014,2022-06-18,449
4251,P0015,2022-06-18,35
4252,P0016,2022-06-18,3
4253,P0018,2022-06-18,260
4254,P0002,2022-06-18,85
4255,P0004,2022-06-18,214
4256,P0006,2022-06-18,15
4257,P0014,2022-06-18,61
4258,P0001,2022-06-18,279
4259,P0002,2022-06-18,166
4260,P0008,2022-06-18,6
4261,P0012,2022-06-18,104
4262,P0014,2022-06-18,73
4263,P0016,2022-06-18,230
4264,P0018,2022-06-18,60
4265,P0019,2022-06-18,86
4266,P0002,2022-06-18,124
4267,P0004,2022-06-18,55
4268,P0002,2022-06-19,42
4269,P0014,2022-06-19,153
4270,P0017,2022-06-19,41
4271,P0018,2022-06-19,17
4272,P0001,2022-06-19,63
4273,P0002,2022-06-19,78
4274,P0008,2022-06-19,57
4275,P0011,2022-06-19,158
4276,P0013,2022-06-19,14
4277,P0003,2022-06-19,158
4278,P0004,2022-06-19,69
4279,P0014,2022-06-19,152
4280,P0015,2022-06-19,88
4281,P0017,2022-06-19,14
4282,P0019,2022-06-19,120
4283,P0020,2022-06-19,194
4284,P0001,2022-06-19,36
4285,P0002,2022-06-19,170
4286,P0013,2022-06-19,159
4287,P0017,2022-06-19,139
4288,P0020,2022-06-19,111
4289,P0003,2022-06-19,16
4290,P0009,2022-06-19,105
4291,P0016,2022-06-19,365
4292,P0019,2022-06-19,57
4293,P0002,2022-06-20,4
4294,P0003,2022-06-20,128
4295,P0008,2022-06-20,34
4296,P0012,2022-06-20,14
4297,P0018,2022-06-20,136
4298,P0004,2022-06-20,207
4299,P0018,2022-06-20,74
4300,P0001,2022-06-20,27
4301,P0005,2022-06-20,56
4302,P0007,2022-06-20,62
4303,P0011,2022-06-20,183
4304,P0017,2022-06-20,64
4305,P0018,2022-06-20,8
4306,P0006,2022-06-20,107
4307,P0014,2022-06-20,295
4308,P0016,2022-06-20,17
4309,P0020,2022-06-20,448
4310,P0002,2022-06-20,48
4311,P0005,2022-06-20,144
4312,P0006,2022-06-20,186
4313,P0009,2022-06-20,33
4314,P0011,2022-06-20,62
4315,P0015,2022-06-20,251
4316,P0018,2022-06-20,124
4317,P0019,2022-06-20,150
4318,P0001,2022-06-21,191
4319,P0008,2022-06-21,49
4320,P0010,2022-06-21,96
4321,P0011,2022-06-21,200
4322,P0012,2022-06-21,396
4323,P0014,2022-06-21,204
4324,P0003,2022-06-21,120
4325,P0004,2022-06-21,232
4326,P0007,2022-06-21,104
4327,P0014,2022-06-21,28
4328,P0009,2022-06-21,456
4329,P0011,2022-06-21,44
4330,P0014,2022-06-21,11
4331,P0020,2022-06-21,22
4332,P0002,2022-06-21,255
4333,P0007,2022-06-21,23
4334,P0008,2022-06-21,181
4335,P0010,2022-06-21,426
4336,P0015,2022-06-21,262
4337,P0003,2022-06-21,206
4338,P0004,2022-06-21,95
4339,P0008,2022-06-21,81
4340,P0013,2022-06-21,97
4341,P0015,2022-06-21,280
4342,P0009,2022-06-22,259
4343,P0013,2022-06-22,37
4344,P0018,2022-06-22,53
4345,P0008,2022-06-22,41
4346,P0009,2022-06-22,102
4347,P0012,2022-06-22,10
4348,P0013,2022-06-22,64
4349,P0018,2022-06-22,4
4350,P0008,2022-06-22,97
4351,P0011,2022-06-22,146
4352,P0019,2022-06-22,168
4353,P0020,2022-06-22,23
4354,P0001,2022-06-22,159
4355,P0004,2022-06-22,205
4356,P0011,2022-06-22,248
4357,P0014,2022-06-22,235
4358,P0019,2022-06-22,117
4359,P0004,2022-06-22,178
4360,P0005,2022-06-22,25
4361,P0007,2022-06-22,326
4362,P0012,2022-06-22,23
4363,P0013,2022-06-22,60
4364,P0017,2022-06-22,379
4365,P0018,2022-06-22,61
4366,P0004,2022-06-23,184
4367,P0008,2022-06-23,78
4368,P0019,2022-06-23,349
4369,P0001,2022-06-23,269
4370,P0002,2022-06-23,288
4371,P0004,2022-06-23,40
4372,P0007,2022-06-23,67
4373,P0011,2022-06-23,47
4374,P0005,2022-06-23,360
4375,P0010,2022-06-23,8
4376,P0014,2022-06-23,197
4377,P0016,2022-06-23,66
4378,P0001,2022-06-23,189
4379,P0005,2022-06-23,41
4380,P0011,2022-06-23,352
4381,P0001,2022-06-23,56
4382,P0009,2022-06-23,252
4383,P0017,2022-06-23,219
4384,P0018,2022-06-23,75
4385,P0001,2022-06-24,95
4386,P0003,2022-06-24,15
4387,P0004,2022-06-24,39
4388,P0013,2022-06-24,239
4389,P0014,2022-06-24,39
4390,P0019,2022-06-24,62
4391,P0001,2022-06-24,112
4392,P0005,2022-06-24,330
4393,P0012,2022-06-24,131
4394,P0014,2022-06-24,254
4395,P0015,2022-06-24,193
4396,P0019,2022-06-24,140
4397,P0020,2022-06-24,57
4398,P0002,2022-06-24,221
4399,P0004,2022-06-24,144
4400,P0005,2022-06-24,305
4401,P0007,2022-06-24,106
4402,P0014,2022-06-24,270
4403,P0020,2022-06-24,128
4404,P0002,2022-06-24,60
4405,P0013,2022-06-24,126
4406,P0014,2022-06-24,20
4407,P0015,2022-06-24,63
4408,P0018,2022-06-24,2
4409,P0020,2022-06-24,135
4410,P0001,2022-06-24,38
4411,P0005,2022-06-24,126
4412,P0006,2022-06-24,128
4413,P0010,2022-06-24,153
4414,P0018,2022-06-24,50
4415,P0001,2022-06-25,202
4416,P0007,2022-06-25,169
4417,P0009,2022-06-25,131
4418,P0019,2022-06-25,270
4419,P0005,2022-06-25,176
4420,P0008,2022-06-25,125
4421,P0012,2022-06-25,111
4422,P0007,2022-06-25,100
4423,P0010,2022-06-25,201
4424,P0014,2022-06-25,22
4425,P0016,2022-06-25,70
4426,P0017,2022-06-25,126
4427,P0014,2022-06-25,44
4428,P0016,2022-06-25,259
4429,P0013,2022-06-25,97
4430,P0016,2022-06-25,13
4431,P0019,2022-06-25,153
4432,P0001,2022-06-26,8
4433,P0009,2022-06-26,291
4434,P0011,2022-06-26,60
4435,P0015,2022-06-26,337
4436,P0016,2022-06-26,129
4437,P0005,2022-06-26,100
4438,P0007,2022-06-26,333
4439,P0014,2022-06-26,219
4440,P0016,2022-06-26,225
4441,P0017,2022-06-26,293
4442,P0004,2022-06-26,46
4443,P0005,2022-06-26,129
4444,P0009,2022-06-26,160
4445,P0012,2022-06-26,0
4446,P0002,2022-06-26,167
4447,P0003,2022-06-26,123
4448,P0011,2022-06-26,142
4449,P0012,2022-06-26,49
4450,P0003,2022-06-26,88
4451,P0006,2022-06-26,75
4452,P0009,2022-06-26,162
4453,P0011,2022-06-26,346
4454,P0013,2022-06-26,281
4455,P0017,2022-06-26,386
4456,P0018,2022-06-26,318
4457,P0001,2022-06-27,48
4458,P0002,2022-06-27,64
4459,P0017,2022-06-27,66
4460,P0018,2022-06-27,139
4461,P0014,2022-06-27,78
4462,P0019,2022-06-27,55
4463,P0002,2022-06-27,36
4464,P0011,2022-06-27,240
4465,P0001,2022-06-27,54
4466,P0007,2022-06-27,226
4467,P0010,2022-06-27,126
4468,P0011,2022-06-27,241
4469,P0012,2022-06-27,240
4470,P0016,2022-06-27,103
4471,P0017,2022-06-27,36
4472,P0001,2022-06-27,114
4473,P0005,2022-06-27,308
4474,P0008,2022-06-27,473
4475,P0012,2022-06-27,196
4476,P0016,2022-06-27,22
4477,P0019,2022-06-27,182
4478,P0009,2022-06-28,123
4479,P0010,2022-06-28,259
4480,P0017,2022-06-28,28
4481,P0018,2022-06-28,112
4482,P0002,2022-06-28,104
4483,P0006,2022-06-28,335
4484,P0010,2022-06-28,78
4485,P0015,2022-06-28,42
4486,P0017,2022-06-28,99
4487,P0004,2022-06-28,311
4488,P0006,2022-06-28,373
4489,P0013,2022-06-28,188
4490,P0015,2022-06-28,330
4491,P0020,2022-06-28,84
4492,P0001,2022-06-28,210
4493,P0012,2022-06-28,28
4494,P0017,2022-06-28,1
4495,P0019,2022-06-28,79
4496,P0002,2022-06-28,44
4497,P0006,2022-06-28,29
4498,P0010,2022-06-28,70
4499,P0011,2022-06-28,178
4500,P0013,2022-06-28,48
4501,P0015,2022-06-28,146
4502,P0001,2022-06-29,22
4503,P0016,2022-06-29,143
4504,P0017,2022-06-29,132
4505,P0001,2022-06-29,32
4506,P0008,2022-06-29,392
4507,P0012,2022-06-29,236
4508,P0013,2022-06-29,467
4509,P0016,2022-06-29,39
4510,P0018,2022-06-29,213
4511,P0019,2022-06-29,335
4512,P0004,2022-06-29,22
4513,P0007,2022-06-29,35
4514,P0009,2022-06-29,245
4515,P0012,2022-06-29,150
4516,P0013,2022-06-29,282
4517,P0014,2022-06-29,94
4518,P0002,2022-06-29,198
4519,P0005,2022-06-29,128
4520,P0013,2022-06-29,54
4521,P0015,2022-06-29,137
4522,P0001,2022-06-30,151
4523,P0007,2022-06-30,68
4524,P0008,2022-06-30,0
4525,P0010,2022-06-30,338
4526,P0011,2022-06-30,463
4527,P0014,2022-06-30,138
4528,P0020,2022-06-30,24
4529,P0003,2022-06-30,59
4530,P0009,2022-06-30,281
4531,P0010,2022-06-30,30
4532,P0012,2022-06-30,292
4533,P0016,2022-06-30,115
4534,P0018,2022-06-30,66
4535,P0019,2022-06-30,240
4536,P0020,2022-06-30,205
4537,P0008,2022-06-30,175
4538,P0009,2022-06-30,3
4539,P0018,2022-06-30,99
4540,P0008,2022-06-30,165
4541,P0009,2022-06-30,299
4542,P0010,2022-06-30,17
4543,P0016,2022-06-30,213
4544,P0018,2022-06-30,22
4545,P0020,2022-06-30,193
4546,P0020,2022-06-30,12
4547,P0004,2022-07-01,68
4548,P0003,2022-07-01,292
4549,P0004,2022-07-01,116
4550,P0009,2022-07-01,100
4551,P0012,2022-07-01,180
4552,P0020,2022-07-01,186
4553,P0001,2022-07-01,192
4554,P0004,2022-07-01,380
4555,P0006,2022-07-01,248
4556,P0007,2022-07-01,58
4557,P0008,2022-07-01,176
4558,P0011,2022-07-01,188
4559,P0002,2022-07-01,198
4560,P0004,2022-07-01,153
4561,P0007,2022-07-01,90
4562,P0013,2022-07-01,157
4563,P0019,2022-07-01,163
4564,P0011,2022-07-01,208
4565,P0014,2022-07-01,79
4566,P0018,2022-07-01,143
4567,P0004,2022-07-02,210
4568,P0018,2022-07-02,276
4569,P0019,2022-07-02,263
4570,P0003,2022-07-02,161
4571,P0005,2022-07-02,101
4572,P0008,2022-07-02,87
4573,P0010,2022-07-02,1
4574,P0011,2022-07-02,119
4575,P0014,2022-07-02,40
4576,P0020,2022-07-02,58
4577,P0008,2022-07-02,154
4578,P0009,2022-07-02,137
4579,P0011,2022-07-02,115
4580,P0016,2022-07-02,3
4581,P0018,2022-07-02,341
4582,P0002,2022-07-02,255
4583,P0004,2022-07-02,80
4584,P0011,2022-07-02,355
4585,P0015,2022-07-02,30
4586,P0016,2022-07-02,160
4587,P0019,2022-07-02,79
4588,P0004,2022-07-02,43
4589,P0011,2022-07-02,80
4590,P0013,2022-07-02,211
4591,P0016,2022-07-02,21
4592,P0002,2022-07-03,32
4593,P0004,2022-07-03,255
4594,P0006,2022-07-03,28
4595,P0007,2022-07-03,152
4596,P0010,2022-07-03,59
4597,P0013,2022-07-03,420
4598,P0005,2022-07-03,202
4599,P0006,2022-07-03,108
4600,P0008,2022-07-03,301
4601,P0013,2022-07-03,74
4602,P0014,2022-07-03,26
4603,P0017,2022-07-03,62
4604,P0018,2022-07-03,279
4605,P0005,2022-07-03,4
4606,P0010,2022-07-03,211
4607,P0016,2022-07-03,46
4608,P0018,2022-07-03,88
4609,P0001,2022-07-03,96
4610,P0003,2022-07-03,60
4611,P0005,2022-07-03,109
4612,P0009,2022-07-03,140
4613,P0011,2022-07-03,337
4614,P0014,2022-07-03,133
4615,P0018,2022-07-03,306
4616,P0007,2022-07-03,47
4617,P0009,2022-07-03,7
4618,P0010,2022-07-03,165
4619,P0011,2022-07-03,22
4620,P0016,2022-07-03,327
4621,P0017,2022-07-03,97
4622,P0018,2022-07-03,220
4623,P0002,2022-07-04,0
4624,P0006,2022-07-04,42
4625,P0009,2022-07-04,58
4626,P0017,2022-07-04,36
4627,P0019,2022-07-04,71
4628,P0005,2022-07-04,150
4629,P0006,2022-07-04,3
4630,P0007,2022-07-04,269
4631,P0014,2022-07-04,112
4632,P0019,2022-07-04,55
4633,P0005,2022-07-04,229
4634,P0012,2022-07-04,193
4635,P0013,2022-07-04,163
4636,P0017,2022-07-04,29
4637,P0019,2022-07-04,228
4638,P0004,2022-07-04,23
4639,P0012,2022-07-04,179
4640,P0014,2022-07-04,14
4641,P0017,2022-07-04,242
4642,P0018,2022-07-04,193
4643,P0019,2022-07-04,247
4644,P0020,2022-07-04,142
4645,P0002,2022-07-04,43
4646,P0005,2022-07-04,253
4647,P0006,2022-07-04,28
4648,P0010,2022-07-04,222
4649,P0016,2022-07-04,38
4650,P0018,2022-07-04,414
4651,P0020,2022-07-04,405
4652,P0001,2022-07-05,75
4653,P0007,2022-07-05,118
4654,P0008,2022-07-05,31
4655,P0009,2022-07-05,363
4656,P0010,2022-07-05,70
4657,P0014,2022-07-05,337
4658,P0017,2022-07-05,129
4659,P0018,2022-07-05,68
4660,P0019,2022-07-05,77
4661,P0003,2022-07-05,93
4662,P0010,2022-07-05,80
4663,P0013,2022-07-05,16
4664,P0014,2022-07-05,31
4665,P0001,2022-07-05,24
4666,P0008,2022-07-05,251
4667,P0011,2022-07-05,104
4668,P0012,2022-07-05,314
4669,P0015,2022-07-05,111
4670,P0019,2022-07-05,145
4671,P0001,2022-07-05,65
4672,P0004,2022-07-05,54
4673,P0005,2022-07-05,52
4674,P0010,2022-07-05,47
4675,P0014,2022-07-05,25
4676,P0017,2022-07-05,350
4677,P0019,2022-07-05,64
4678,P0003,2022-07-05,16
4679,P0009,2022-07-05,73
4680,P0014,2022-07-05,53
4681,P0006,2022-07-06,52
4682,P0010,2022-07-06,86
4683,P0012,2022-07-06,40
4684,P0013,2022-07-06,83
4685,P0015,2022-07-06,33
4686,P0017,2022-07-06,33
4687,P0020,2022-07-06,130
4688,P0001,2022-07-06,85
4689,P0002,2022-07-06,1
4690,P0003,2022-07-06,37
4691,P0006,2022-07-06,240
4692,P0008,2022-07-06,79
4693,P0010,2022-07-06,159
4694,P0013,2022-07-06,13
4695,P0015,2022-07-06,286
4696,P0020,2022-07-06,29
4697,P0004,2022-07-06,374
4698,P0005,2022-07-06,53
4699,P0007,2022-07-06,78
4700,P0010,2022-07-06,245
4701,P0011,2022-07-06,12
4702,P0017,2022-07-06,41
4703,P0020,2022-07-06,29
4704,P0001,2022-07-06,56
4705,P0006,2022-07-06,196
4706,P0007,2022-07-06,272
4707,P0009,2022-07-06,111
4708,P0010,2022-07-06,51
4709,P0015,2022-07-06,190
4710,P0017,2022-07-06,79
4711,P0019,2022-07-06,93
4712,P0003,2022-07-06,242
4713,P0006,2022-07-06,16
4714,P0008,2022-07-06,27
4715,P0013,2022-07-06,54
4716,P0007,2022-07-07,237
4717,P0013,2022-07-07,252
4718,P0014,2022-07-07,36
4719,P0015,2022-07-07,87
4720,P0001,2022-07-07,59
4721,P0002,2022-07-07,20
4722,P0006,2022-07-07,263
4723,P0007,2022-07-07,264
4724,P0010,2022-07-07,121
4725,P0016,2022-07-07,376
4726,P0001,2022-07-07,107
4727,P0004,2022-07-07,14
4728,P0007,2022-07-07,97
4729,P0010,2022-07-07,15
4730,P0011,2022-07-07,297
4731,P0012,2022-07-07,24
4732,P0019,2022-07-07,159
4733,P0004,2022-07-07,148
4734,P0005,2022-07-07,255
4735,P0007,2022-07-07,192
4736,P0008,2022-07-07,115
4737,P0009,2022-07-07,151
4738,P0015,2022-07-07,204
4739,P0001,2022-07-07,42
4740,P0003,2022-07-07,143
4741,P0011,2022-07-07,71
4742,P0014,2022-07-07,308
4743,P0015,2022-07-07,233
4744,P0018,2022-07-07,188
4745,P0006,2022-07-08,381
4746,P0009,2022-07-08,3
4747,P0014,2022-07-08,310
4748,P0001,2022-07-08,27
4749,P0005,2022-07-08,69
4750,P0019,2022-07-08,133
4751,P0005,2022-07-08,154
4752,P0006,2022-07-08,21
4753,P0009,2022-07-08,79
4754,P0010,2022-07-08,251
4755,P0016,2022-07-08,14
4756,P0018,2022-07-08,130
4757,P0020,2022-07-08,69
4758,P0003,2022-07-08,129
4759,P0007,2022-07-08,23
4760,P0011,2022-07-08,240
4761,P0012,2022-07-08,73
4762,P0014,2022-07-08,171
4763,P0009,2022-07-08,21
4764,P0012,2022-07-08,282
4765,P0014,2022-07-08,26
4766,P0017,2022-07-08,31
4767,P0020,2022-07-08,274
4768,P0004,2022-07-09,34
4769,P0006,2022-07-09,450
4770,P0008,2022-07-09,281
4771,P0012,2022-07-09,8
4772,P0013,2022-07-09,7
4773,P0014,2022-07-09,21
4774,P0001,2022-07-09,159
4775,P0012,2022-07-09,164
4776,P0013,2022-07-09,237
4777,P0010,2022-07-09,27
4778,P0012,2022-07-09,11
4779,P0014,2022-07-09,11
4780,P0019,2022-07-09,130
4781,P0002,2022-07-09,147
4782,P0003,2022-07-09,247
4783,P0005,2022-07-09,148
4784,P0010,2022-07-09,6
4785,P0012,2022-07-09,261
4786,P0013,2022-07-09,63
4787,P0014,2022-07-09,81
4788,P0020,2022-07-09,267
4789,P0001,2022-07-09,45
4790,P0005,2022-07-09,50
4791,P0012,2022-07-09,370
4792,P0015,2022-07-09,57
4793,P0016,2022-07-09,354
4794,P0003,2022-07-10,174
4795,P0004,2022-07-10,88
4796,P0008,2022-07-10,32
4797,P0004,2022-07-10,174
4798,P0009,2022-07-10,97
4799,P0010,2022-07-10,7
4800,P0011,2022-07-10,105
4801,P0002,2022-07-10,207
4802,P0006,2022-07-10,34
4803,P0007,2022-07-10,38
4804,P0005,2022-07-10,52
4805,P0009,2022-07-10,345
4806,P0014,2022-07-10,8
4807,P0020,2022-07-10,240
4808,P0018,2022-07-10,17
4809,P0002,2022-07-11,77
4810,P0003,2022-07-11,181
4811,P0004,2022-07-11,153
4812,P0008,2022-07-11,55
4813,P0017,2022-07-11,108
4814,P0002,2022-07-11,8
4815,P0007,2022-07-11,294
4816,P0015,2022-07-11,99
4817,P0017,2022-07-11,121
4818,P0020,2022-07-11,34
4819,P0006,2022-07-11,299
4820,P0007,2022-07-11,82
4821,P0008,2022-07-11,30
4822,P0009,2022-07-11,108
4823,P0012,2022-07-11,89
4824,P0014,2022-07-11,282
4825,P0007,2022-07-11,24
4826,P0012,2022-07-11,242
4827,P0013,2022-07-11,73
4828,P0002,2022-07-11,241
4829,P0004,2022-07-11,67
4830,P0009,2022-07-11,72
4831,P0014,2022-07-11,25
4832,P0017,2022-07-11,21
4833,P0006,2022-07-12,37
4834,P0007,2022-07-12,213
4835,P0009,2022-07-12,41
4836,P0010,2022-07-12,102
4837,P0014,2022-07-12,179
4838,P0005,2022-07-12,111
4839,P0013,2022-07-12,217
4840,P0014,2022-07-12,31
4841,P0001,2022-07-12,44
4842,P0004,2022-07-12,240
4843,P0012,2022-07-12,174
4844,P0007,2022-07-12,22
4845,P0008,2022-07-12,168
4846,P0012,2022-07-12,60
4847,P0013,2022-07-12,168
4848,P0015,2022-07-12,179
4849,P0017,2022-07-12,39
4850,P0019,2022-07-12,225
4851,P0020,2022-07-12,116
4852,P0003,2022-07-12,137
4853,P0006,2022-07-12,20
4854,P0007,2022-07-12,33
4855,P0010,2022-07-12,127
4856,P0012,2022-07-12,1
4857,P0017,2022-07-12,24
4858,P0018,2022-07-12,362
4859,P0005,2022-07-13,80
4860,P0020,2022-07-13,456
4861,P0003,2022-07-13,10
4862,P0006,2022-07-13,245
4863,P0007,2022-07-13,210
4864,P0008,2022-07-13,78
4865,P0009,2022-07-13,134
4866,P0010,2022-07-13,66
4867,P0012,2022-07-13,40
4868,P0015,2022-07-13,27
4869,P0018,2022-07-13,31
4870,P0003,2022-07-13,104
4871,P0005,2022-07-13,275
4872,P0007,2022-07-13,83
4873,P0009,2022-07-13,265
4874,P0014,2022-07-13,116
4875,P0015,2022-07-13,53
4876,P0001,2022-07-13,51
4877,P0003,2022-07-13,0
4878,P0008,2022-07-13,161
4879,P0009,2022-07-13,43
4880,P0010,2022-07-13,177
4881,P0014,2022-07-13,41
4882,P0019,2022-07-13,4
4883,P0004,2022-07-13,136
4884,P0008,2022-07-13,177
4885,P0001,2022-07-14,374
4886,P0002,2022-07-14,75
4887,P0009,2022-07-14,126
4888,P0010,2022-07-14,24
4889,P0011,2022-07-14,131
4890,P0017,2022-07-14,289
4891,P0018,2022-07-14,142
4892,P0020,2022-07-14,173
4893,P0001,2022-07-14,24
4894,P0002,2022-07-14,153
4895,P0006,2022-07-14,8
4896,P0010,2022-07-14,106
4897,P0013,2022-07-14,65
4898,P0016,2022-07-14,14
4899,P0018,2022-07-14,40
4900,P0004,2022-07-14,163
4901,P0008,2022-07-14,375
4902,P0013,2022-07-14,103
4903,P0017,2022-07-14,61
4904,P0019,2022-07-14,312
4905,P0020,2022-07-14,75
4906,P0004,2022-07-14,218
4907,P0005,2022-07-14,148
4908,P0006,2022-07-14,256
4909,P0014,2022-07-14,322
4910,P0015,2022-07-14,258
4911,P0003,2022-07-14,332
4912,P0007,2022-07-14,436
4913,P0011,2022-07-14,353
4914,P0017,2022-07-14,278
4915,P0018,2022-07-14,182
4916,P0001,2022-07-15,63
4917,P0002,2022-07-15,139
4918,P0012,2022-07-15,254
4919,P0013,2022-07-15,23
4920,P0014,2022-07-15,191
4921,P0017,2022-07-15,38
4922,P0020,2022-07-15,241
4923,P0012,2022-07-15,5
4924,P0015,2022-07-15,423
4925,P0002,2022-07-15,148
4926,P0003,2022-07-15,127
4927,P0004,2022-07-15,125
4928,P0009,2022-07-15,26
4929,P0018,2022-07-15,28
4930,P0014,2022-07-15,126
4931,P0002,2022-07-15,58
4932,P0006,2022-07-15,236
4933,P0008,2022-07-15,134
4934,P0010,2022-07-15,101
4935,P0017,2022-07-15,143
4936,P0018,2022-07-15,56
4937,P0019,2022-07-15,59
4938,P0006,2022-07-16,213
4939,P0018,2022-07-16,145
4940,P0020,2022-07-16,299
4941,P0002,2022-07-16,40
4942,P0003,2022-07-16,4
4943,P0004,2022-07-16,26
4944,P0006,2022-07-16,214
4945,P0010,2022-07-16,37
4946,P0011,2022-07-16,74
4947,P0014,2022-07-16,72
4948,P0019,2022-07-16,94
4949,P0020,2022-07-16,40
4950,P0004,2022-07-16,26
4951,P0007,2022-07-16,293
4952,P0010,2022-07-16,22
4953,P0011,2022-07-16,123
4954,P0016,2022-07-16,127
4955,P0020,2022-07-16,412
4956,P0002,2022-07-16,100
4957,P0003,2022-07-16,54
4958,P0005,2022-07-16,257
4959,P0010,2022-07-16,205
4960,P0017,2022-07-16,326
4961,P0020,2022-07-16,63
4962,P0003,2022-07-16,137
4963,P0008,2022-07-16,330
