Date,SKU_number,SoldCount
2020-01-21,2000062,3
2020-03-02,2000145,4
2020-06-24,2000131,4
2020-05-25,2000057,2
2020-06-03,2000094,3
2018-02-13,2000071,4
2019-06-05,2000077,3
2020-12-02,2000101,4
2019-10-07,2000102,0
2018-07-22,2000085,4
2018-02-05,2000077,3
2020-10-14,2000132,1
2018-01-23,2000115,2
2019-03-19,2000013,1
2019-04-09,2000017,4
2020-02-17,2000002,2
2019-09-08,2000017,5
2020-03-22,2000052,2
2018-06-30,2000104,5
2019-08-15,2000137,0
2018-03-04,2000062,2
2019-08-05,2000105,5
2018-05-14,2000026,2
2019-03-03,2000057,2
2018-09-18,2000103,4
2019-02-13,2000016,5
2018-09-07,2000070,1
2018-05-03,2000131,1
2018-01-05,2000047,1
2020-10-30,2000117,1
2020-02-10,2000140,2
2018-04-29,2000099,2
2019-04-30,2000033,5
2018-11-18,2000097,4
2019-10-01,2000074,2
2019-08-18,2000054,6
2019-07-06,2000099,2
2018-02-14,2000006,3
2020-04-14,2000004,4
2018-03-15,2000062,0
2018-11-07,2000019,2
2019-12-13,2000050,3
2019-12-07,2000092,3
2020-11-05,2000116,5
2020-08-19,2000039,3
2018-06-09,2000035,3
2019-10-07,2000145,4
2018-03-23,2000078,3
2020-09-23,2000007,1
2018-04-07,2000065,2
2020-07-20,2000149,1
2018-04-26,2000055,3
2018-06-18,2000113,3
2018-12-04,2000135,2
2020-10-27,2000132,5
2018-06-19,2000122,4
2018-07-10,2000075,2
2018-08-20,2000117,3
2019-01-29,2000052,5
2020-04-20,2000084,2
2018-10-02,2000148,7
2020-07-26,2000133,2
2019-09-29,2000012,5
2020-11-23,2000051,1
2018-05-07,2000081,3
2020-07-25,2000077,5
2018-02-01,2000056,1
2020-06-05,2000088,1
2018-05-08,2000073,5
2020-09-11,2000096,2
2020-09-07,2000073,0
2019-03-22,2000114,1
2019-12-26,2000138,2
2020-02-17,2000109,3
2018-09-12,2000021,3
2019-06-21,2000067,1
2020-05-30,2000121,2
2018-07-23,2000085,7
2020-11-21,2000045,4
2020-05-09,2000116,1
2018-07-14,2000020,3
2020-12-07,2000111,0
2018-09-17,2000037,2
2019-09-07,2000073,4
2019-03-18,2000078,3
2020-07-24,2000131,3
2018-12-31,2000068,0
2019-03-04,2000039,7
2019-06-26,2000119,3
2019-07-05,2000076,4
2019-06-04,2000031,5
2019-07-01,2000028,6
2018-05-28,2000091,2
2020-07-21,2000023,2
2020-06-02,2000004,0
2020-12-25,2000119,1
2018-01-15,2000093,4
2019-01-21,2000107,3
2018-09-05,2000071,3
2018-03-23,2000043,3
2018-04-21,2000095,4
2020-07-18,2000137,2
2018-01-11,2000113,2
2018-10-01,2000056,6
2019-04-06,2000137,4
2019-01-13,2000132,1
2020-07-19,2000130,4
2020-09-09,2000110,2
2018-05-04,2000132,2
2019-10-30,2000061,8
2019-01-06,2000118,2
2020-02-22,2000105,3
2018-01-06,2000057,2
2019-06-14,2000145,3
2020-09-15,2000025,3
2020-04-10,2000149,3
2018-11-23,2000109,5
2018-03-22,2000123,4
2019-12-12,2000113,3
2019-05-25,2000042,2
2018-11-24,2000043,3
2018-03-16,2000064,4
2018-09-22,2000149,3
2019-01-21,2000038,1
2019-12-19,2000132,1
2019-05-23,2000062,1
2019-08-21,2000123,1
2018-01-15,2000024,5
2018-07-13,2000011,5
2019-06-15,2000053,3
2018-03-03,2000031,5
2018-03-06,2000009,1
2019-07-17,2000064,2
2019-04-14,2000012,4
2018-02-14,2000094,5
2018-05-03,2000048,4
2019-03-31,2000026,2
2018-10-27,2000081,4
2019-05-21,2000013,2
2019-02-10,2000107,3
2018-12-23,2000032,4
2018-10-01,2000003,3
2019-02-07,2000033,1
2020-06-09,2000008,2
2018-12-04,2000135,3
2019-09-14,2000093,2
2020-08-12,2000017,6
2020-03-07,2000136,1
2018-05-03,2000001,2
2020-05-21,2000006,1
2018-12-11,2000059,0
2018-04-15,2000022,2
2018-04-24,2000113,2
2018-07-15,2000142,5
2019-10-03,2000124,1
2019-02-12,2000000,4
2019-11-11,2000074,2
2018-06-24,2000136,2
2019-01-13,2000032,2
2019-02-08,2000132,2
2019-03-09,2000036,5
2018-01-18,2000147,3
2018-04-16,2000013,4
2020-01-28,2000061,5
2020-12-20,2000117,4
2018-05-13,2000015,2
2020-12-07,2000035,0
2020-05-19,2000040,4
2019-07-28,2000096,4
2020-05-26,2000069,2
2020-10-14,2000116,6
2020-05-29,2000064,4
2019-02-20,2000053,6
2018-05-30,2000033,5
2018-11-07,2000080,5
2018-09-28,2000020,3
2019-04-18,2000033,1
2019-07-12,2000005,3
2018-10-18,2000090,2
2019-09-21,2000054,3
2018-03-02,2000097,2
2020-04-15,2000016,3
2019-09-26,2000099,2
2019-03-17,2000022,2
2018-05-22,2000043,2
2018-02-22,2000097,0
2020-06-28,2000031,2
2020-05-23,2000131,3
2020-07-28,2000063,4
2020-10-08,2000046,4
2019-02-06,2000129,1
2019-08-31,2000025,1
2020-06-25,2000132,7
2018-03-19,2000148,6
2018-01-30,2000044,4
2020-04-08,2000076,5
2020-08-02,2000118,4
2020-09-16,2000021,5
2019-06-18,2000003,1
2019-03-11,2000056,5
2020-03-08,2000016,7
2018-05-11,2000082,7
2018-03-28,2000014,5
2019-01-29,2000072,6
2019-11-16,2000015,1
2018-02-05,2000109,2
2018-05-14,2000041,5
2019-04-01,2000011,2
2020-08-30,2000069,3
2018-01-13,2000128,4
2020-04-17,2000055,3
2019-01-12,2000063,2
2018-12-16,2000050,5
2018-09-15,2000095,1
2018-10-07,2000035,2
2020-04-25,2000093,4
2020-03-22,2000046,3
2018-06-01,2000068,1
2018-08-14,2000108,3
2018-09-23,2000086,2
2020-11-10,2000004,3
2018-04-11,2000015,3
2020-01-01,2000085,2
2018-05-28,2000133,3
2019-01-19,2000045,3
2020-11-08,2000097,3
2020-07-14,2000081,3
2018-04-17,2000129,4
2018-04-04,2000075,1
2018-09-22,2000149,3
2020-05-31,2000047,5
2018-06-25,2000101,5
2018-01-24,2000021,5
2020-08-17,2000103,6
2018-01-11,2000062,2
2018-06-13,2000034,3
2019-12-24,2000144,6
2018-05-14,2000021,0
2018-12-05,2000019,2
2020-01-19,2000034,1
2020-01-14,2000010,3
2020-03-25,2000146,3
2019-06-20,2000042,1
2018-08-11,2000132,4
2018-04-30,2000097,4
2019-04-29,2000009,3
2020-05-23,2000046,5
2020-07-11,2000008,3
2018-03-28,2000077,2
2018-12-23,2000091,1
2019-01-03,2000045,2
2020-09-08,2000049,2
2020-09-15,2000112,5
2020-07-08,2000043,6
2019-08-31,2000108,1
2020-05-11,2000133,5
2019-06-20,2000018,4
2020-09-23,2000146,3
2018-03-20,2000038,4
2020-10-16,2000033,3
2019-03-18,2000070,5
2020-08-08,2000092,1
2020-01-23,2000085,1
2018-11-21,2000087,5
2018-12-03,2000059,7
2020-05-10,2000124,3
2019-12-07,2000038,6
2018-08-11,2000149,5
2018-09-28,2000073,0
2018-01-04,2000046,2
2019-01-09,2000081,3
2019-03-02,2000052,3
2019-04-23,2000117,2
2020-11-02,2000036,2
2019-04-16,2000003,3
2019-04-14,2000118,3
2019-06-19,2000138,3
2018-10-08,2000087,1
2020-10-30,2000010,3
2019-03-25,2000136,4
2020-08-17,2000032,2
2019-06-24,2000045,4
2018-06-12,2000040,4
2019-08-02,2000082,4
2020-01-01,2000060,2
2019-10-25,2000109,2
2020-11-01,2000012,3
2020-08-31,2000052,3
2019-06-12,2000105,5
2020-04-25,2000137,4
2020-05-03,2000020,2
2020-09-23,2000148,2
2019-11-07,2000100,3
2020-05-03,2000098,3
2019-02-06,2000124,5
2018-10-12,2000132,1
2020-11-23,2000093,6
2020-09-11,2000006,3
2020-03-28,2000052,0
2020-02-10,2000120,4
2019-02-13,2000130,3
2018-12-15,2000009,4
2018-10-30,2000025,3
2020-04-05,2000126,3
2018-03-24,2000018,2
2018-01-22,2000077,4
2019-05-29,2000126,3
2020-10-09,2000058,3
2020-09-16,2000114,2
2018-04-11,2000002,6
2018-01-09,2000057,4
2020-06-11,2000028,2
2019-08-29,2000031,5
2020-02-06,2000010,3
2018-06-07,2000149,4
2019-03-20,2000023,3
2019-04-15,2000126,2
2020-12-23,2000124,1
2019-03-31,2000061,4
2019-08-20,2000106,1
2020-06-19,2000008,4
2020-08-08,2000077,2
2019-04-08,2000145,5
2018-06-03,2000106,4
2020-04-14,2000140,3
2020-12-09,2000066,6
2018-09-22,2000139,2
2020-06-05,2000061,6
2020-11-12,2000109,1
2018-07-01,2000022,0
2019-03-04,2000100,4
2019-11-09,2000032,1
2019-03-06,2000014,5
2019-11-16,2000017,2
2018-03-06,2000102,6
2020-07-21,2000148,4
2020-09-27,2000126,3
2018-05-14,2000093,5
2020-09-28,2000070,3
2020-04-03,2000106,2
2020-07-18,2000002,4
2018-09-17,2000085,3
2020-04-14,2000075,2
2019-03-15,2000052,1
2018-01-30,2000024,3
2020-08-18,2000122,7
2018-02-26,2000028,0
2019-05-11,2000044,3
2019-08-31,2000002,3
2019-04-04,2000139,4
2019-11-22,2000045,5
2020-02-28,2000146,5
2018-05-06,2000134,2
2020-07-17,2000044,3
2019-01-12,2000092,1
2018-02-22,2000048,5
2020-03-28,2000033,2
2020-04-12,2000013,3
2018-03-18,2000091,4
2018-07-03,2000034,3
2020-06-21,2000091,5
2019-04-02,2000097,2
2020-12-18,2000088,3
2020-12-18,2000042,1
2020-12-14,2000074,5
2018-03-15,2000144,6
2020-07-19,2000082,4
2019-12-12,2000078,3
2020-04-24,2000123,1
2020-01-01,2000074,2
2018-05-29,2000036,5
2019-05-15,2000059,2
2019-11-22,2000096,2
2020-07-05,2000031,2
2020-10-13,2000028,3
2019-06-06,2000061,1
2018-05-15,2000112,3
2020-04-03,2000054,3
2018-03-17,2000126,0
2019-01-08,2000080,3
2018-08-14,2000143,1
2018-05-09,2000075,2
2018-03-06,2000033,2
2018-04-23,2000077,2
2018-12-15,2000116,3
2019-10-09,2000090,1
2020-02-29,2000005,4
2018-12-06,2000007,1
2018-09-15,2000053,5
2018-09-14,2000034,2
2018-05-25,2000038,2
2019-01-23,2000036,4
2018-12-31,2000013,5
2019-01-21,2000018,2
2018-08-28,2000023,5
2019-03-14,2000102,5
2019-09-09,2000028,6
2020-04-24,2000006,2
2019-03-02,2000135,2
2018-01-23,2000136,4
2020-08-26,2000146,3
2018-09-01,2000018,2
2019-08-16,2000068,1
2020-04-20,2000009,1
2019-02-27,2000062,4
2018-08-26,2000109,2
2018-05-06,2000085,7
2019-05-06,2000121,2
2019-01-03,2000020,6
2019-07-20,2000064,1
2018-12-10,2000029,3
2018-02-24,2000112,1
2019-12-22,2000086,1
2019-06-10,2000050,1
2019-09-27,2000100,3
2018-02-15,2000011,5
2018-04-01,2000040,4
2018-12-05,2000140,7
2018-12-07,2000134,2
2019-06-09,2000136,4
2019-09-02,2000127,4
2018-06-30,2000007,2
2018-08-08,2000126,4
2018-11-15,2000090,1
2018-09-27,2000096,3
2018-11-23,2000109,1
2019-02-20,2000078,5
2018-07-18,2000004,3
2020-06-21,2000024,4
2018-01-03,2000147,3
2020-09-15,2000073,2
2018-12-15,2000036,0
2019-02-11,2000103,4
2018-09-01,2000109,6
2020-06-04,2000126,2
2020-09-11,2000041,2
2020-01-20,2000024,1
2019-02-05,2000046,4
2020-07-01,2000051,2
2018-11-17,2000119,2
2018-03-30,2000009,7
2018-04-07,2000107,2
2019-07-19,2000103,1
2020-03-21,2000002,4
2018-06-23,2000016,4
2020-07-18,2000105,5
2020-01-07,2000058,2
2020-07-02,2000023,6
2019-12-04,2000028,0
2019-12-20,2000001,4
2020-02-23,2000079,3
2018-08-07,2000125,4
2019-05-01,2000123,3
2018-10-24,2000111,3
2019-04-28,2000078,2
2019-01-20,2000114,4
2019-11-22,2000043,4
2019-06-08,2000103,3
2018-01-29,2000012,4
2019-07-24,2000059,2
2020-11-18,2000053,3
2019-04-12,2000097,1
2020-03-29,2000044,2
2018-10-06,2000077,2
2020-04-21,2000053,6
2018-05-28,2000052,3
2019-11-26,2000107,5
2019-06-01,2000131,4
2019-10-25,2000095,4
2019-08-11,2000091,4
2018-10-01,2000036,2
2018-11-14,2000043,6
2018-07-07,2000079,3
2020-05-31,2000129,6
2020-05-30,2000062,4
2019-09-18,2000066,4
2018-12-15,2000051,4
2020-02-09,2000011,3
2019-09-29,2000052,4
2018-09-12,2000053,2
2020-07-16,2000112,2
2020-04-01,2000089,2
2018-12-10,2000041,0
2018-10-14,2000038,9
2018-10-16,2000106,0
2019-05-31,2000125,4
2018-10-22,2000085,1
2019-02-01,2000012,3
2020-05-31,2000010,3
2018-11-28,2000105,4
2020-10-09,2000139,4
2019-01-11,2000027,0
2019-03-02,2000073,5
2019-03-26,2000037,3
2020-12-13,2000142,9
2018-06-09,2000074,3
2020-05-13,2000000,1
2018-10-12,2000021,2
2018-07-19,2000132,6
2018-03-29,2000118,2
2018-11-27,2000119,3
2018-09-21,2000027,0
2019-07-08,2000033,3
2019-11-12,2000140,4
2019-03-17,2000017,2
2020-06-23,2000147,2
2020-04-21,2000043,2
2018-01-27,2000060,3
2018-01-04,2000028,3
2020-11-23,2000042,2
2019-10-24,2000000,4
2019-02-13,2000031,5
2019-06-02,2000117,0
2018-09-23,2000050,2
2019-09-07,2000094,4
2018-12-15,2000068,4
2019-09-01,2000057,5
2019-03-05,2000015,0
2018-06-06,2000056,3
2019-09-06,2000013,4
2020-06-04,2000079,6
2020-01-31,2000120,4
2020-12-09,2000086,4
2020-07-25,2000004,0
2018-10-20,2000057,2
2020-11-09,2000072,6
2020-11-16,2000008,3
2019-12-24,2000031,2
2018-06-12,2000042,5
2019-07-24,2000063,5
2020-07-22,2000047,3
2019-06-22,2000130,1
2020-02-28,2000035,3
2019-10-26,2000149,4
2018-09-05,2000085,0
2020-03-17,2000028,3
2018-12-14,2000133,2
2020-06-06,2000018,0
2019-01-04,2000147,4
2019-12-18,2000129,6
2020-02-16,2000042,2
2018-11-23,2000072,4
2018-06-23,2000005,2
2020-05-07,2000068,8
2020-09-04,2000048,1
2020-05-10,2000066,6
2020-01-11,2000127,1
2020-04-16,2000104,3
2020-05-14,2000104,4
2019-04-05,2000104,1
2018-10-23,2000004,3
2018-09-06,2000082,2
2019-07-04,2000101,3
2019-11-04,2000139,2
2018-02-11,2000075,2
2019-01-31,2000049,0
2018-03-05,2000044,5
2018-04-28,2000022,3
2018-09-22,2000068,1
2019-02-25,2000126,6
2020-01-30,2000128,1
2018-01-21,2000126,3
2018-08-02,2000063,0
2018-02-02,2000093,3
2019-07-02,2000084,2
2019-06-03,2000069,1
2019-08-07,2000029,2
2019-02-11,2000016,6
2020-01-20,2000068,2
2018-12-08,2000013,0
2019-12-17,2000036,2
2019-04-16,2000128,6
2018-01-07,2000057,0
2019-11-11,2000064,4
2018-06-15,2000043,4
2018-07-08,2000119,4
2019-01-12,2000096,2
2019-04-14,2000066,4
2018-09-09,2000108,4
2019-08-02,2000087,4
2019-09-03,2000124,2
2020-02-19,2000044,2
2018-06-25,2000133,4
2018-06-19,2000079,4
2018-08-27,2000027,5
2019-06-21,2000029,3
2019-08-20,2000089,3
2018-01-11,2000040,1
2019-08-05,2000060,3
2020-03-01,2000045,5
2018-11-02,2000106,2
2019-09-02,2000076,3
2020-12-29,2000012,3
2020-02-03,2000037,4
2019-06-30,2000046,1
2019-05-31,2000004,3
2019-10-27,2000060,4
2020-10-10,2000010,0
2018-04-08,2000025,4
2020-12-15,2000064,3
2020-05-21,2000146,3
2018-01-24,2000023,3
2019-05-21,2000096,9
2018-06-26,2000050,1
2018-03-20,2000054,1
2020-07-14,2000139,2
2019-07-22,2000032,2
2019-11-12,2000073,4
2020-01-15,2000087,2
2018-11-13,2000075,2
2020-03-23,2000051,1
2020-10-31,2000114,0
2018-12-04,2000085,3
2018-04-25,2000004,3
2018-06-06,2000069,6
2019-03-18,2000135,4
2019-01-05,2000102,3
2020-02-26,2000038,2
2018-01-08,2000064,3
2020-02-12,2000031,4
2020-01-07,2000112,2
2018-07-27,2000089,3
2019-11-10,2000131,2
2020-04-23,2000145,2
2020-01-18,2000082,1
2018-07-25,2000127,4
2019-07-26,2000147,2
2020-01-25,2000019,3
2018-07-18,2000091,5
2018-10-30,2000099,3
2018-07-18,2000003,4
2019-04-29,2000118,3
2018-07-20,2000083,2
2020-05-15,2000146,2
2019-05-31,2000042,2
2019-05-20,2000049,2
2020-12-21,2000039,0
2020-05-25,2000005,1
2019-10-09,2000068,6
2018-06-28,2000012,5
2019-02-05,2000067,3
2019-01-21,2000012,2
2019-12-03,2000009,2
2019-03-31,2000081,0
2020-02-06,2000096,2
2019-06-14,2000149,1
2019-11-17,2000069,1
2020-09-29,2000081,4
2018-01-15,2000015,3
2019-08-26,2000043,4
2020-07-17,2000129,3
2019-05-16,2000120,0
2019-09-08,2000098,5
2019-05-27,2000057,6
2018-06-08,2000062,3
2019-07-27,2000034,2
2018-03-19,2000104,3
2020-07-17,2000102,4
2020-12-09,2000034,3
2019-06-25,2000013,2
2020-12-28,2000120,2
2018-12-01,2000065,6
2018-05-14,2000045,2
2018-08-07,2000072,2
2020-08-29,2000060,1
2019-04-13,2000148,0
2019-12-27,2000074,3
2019-07-16,2000032,4
2018-12-08,2000091,4
2020-11-23,2000031,4
2019-01-04,2000003,7
2019-02-28,2000030,5
2019-02-19,2000110,6
2019-04-12,2000066,7
2020-12-24,2000123,4
2018-08-28,2000074,1
2019-02-14,2000133,3
2018-11-16,2000072,5
2018-05-13,2000086,4
2020-04-22,2000063,1
2018-11-24,2000089,0
2019-08-06,2000116,2
2019-12-18,2000036,3
2018-10-31,2000130,3
2018-12-16,2000104,4
2019-08-08,2000116,3
2020-06-15,2000030,5
2019-06-02,2000004,3
2019-04-14,2000131,4
2020-05-26,2000023,4
2020-01-04,2000061,2
2018-03-18,2000148,3
2018-09-07,2000018,7
2018-11-01,2000122,5
2018-03-23,2000141,2
2018-12-09,2000054,3
2018-01-30,2000115,4
2018-05-27,2000053,3
2020-04-24,2000132,1
2018-04-11,2000083,2
2018-05-14,2000010,2
2019-01-20,2000069,0
2020-08-26,2000082,5
2019-09-28,2000011,6
2018-04-19,2000053,3
2020-10-17,2000086,3
2019-09-20,2000024,2
2019-04-28,2000091,2
2018-05-29,2000132,3
2020-05-10,2000088,4
2020-07-18,2000058,0
2019-03-14,2000024,5
2018-08-16,2000131,2
2020-05-16,2000130,3
2019-06-23,2000087,3
2020-04-02,2000128,2
2019-05-12,2000109,7
2019-05-06,2000041,2
2019-07-17,2000129,2
2018-12-21,2000005,4
2018-06-09,2000000,2
2019-12-08,2000007,1
2019-03-16,2000061,6
2019-12-30,2000131,3
2020-07-09,2000027,4
2018-05-05,2000003,1
2018-02-04,2000140,1
2019-01-24,2000036,2
2018-07-15,2000044,3
2019-08-18,2000113,3
2019-09-03,2000011,5
2018-10-22,2000057,3
2020-08-16,2000073,4
2019-06-07,2000063,9
2020-09-09,2000061,0
2019-01-22,2000122,3
2019-04-30,2000051,1
2018-12-10,2000131,0
2018-10-06,2000052,6
2020-07-24,2000028,3
2019-07-05,2000097,4
2018-07-17,2000112,3
2019-12-29,2000035,0
2019-03-12,2000145,2
2019-04-07,2000015,2
2018-08-04,2000029,4
2018-09-18,2000133,2
2019-03-10,2000066,5
2018-09-08,2000142,7
2018-06-16,2000010,4
2018-02-10,2000124,3
2020-04-07,2000093,2
2019-12-28,2000037,3
2019-12-28,2000092,2
2018-01-28,2000086,3
2020-05-24,2000144,3
2019-02-07,2000080,1
2020-07-17,2000084,3
2020-03-25,2000070,5
2020-01-09,2000037,4
2020-02-27,2000029,2
2018-09-13,2000102,3
2020-07-13,2000018,3
2020-04-02,2000118,2
2020-03-31,2000084,2
2020-06-18,2000035,7
2019-01-23,2000104,1
2020-10-11,2000095,7
2019-07-22,2000098,1
2019-02-26,2000060,4
2018-11-24,2000081,3
2019-01-19,2000124,6
2018-01-17,2000112,4
2018-07-31,2000096,0
2020-05-12,2000090,4
2020-12-26,2000080,1
2019-11-16,2000144,8
2020-06-06,2000045,2
2019-10-19,2000048,6
2018-04-25,2000099,1
2019-10-20,2000134,5
2020-06-04,2000073,1
2018-05-01,2000125,0
2020-10-14,2000080,3
2020-07-11,2000054,2
2020-12-26,2000018,7
2020-09-11,2000005,6
2020-03-28,2000073,2
2019-03-24,2000116,3
2018-11-01,2000120,2
2019-07-25,2000085,1
2020-04-30,2000086,5
2019-01-30,2000095,3
2019-06-23,2000107,3
2020-01-05,2000121,4
2018-09-03,2000104,6
2018-09-05,2000135,3
2018-11-15,2000089,2
2020-09-08,2000106,3
2018-08-16,2000016,3
2018-04-16,2000031,0
2018-11-25,2000071,2
2019-11-28,2000038,6
2019-09-16,2000007,3
2019-06-13,2000085,0
2020-09-02,2000136,2
2018-10-18,2000101,3
2018-11-21,2000125,3
2018-08-11,2000026,1
2018-06-22,2000097,1
2019-08-18,2000032,0
2019-10-23,2000134,5
2018-09-27,2000022,1
2019-12-14,2000064,4
2018-01-30,2000059,3
2019-12-19,2000007,2
2019-02-17,2000147,1
2019-05-15,2000000,4
2018-11-21,2000120,1
2018-10-03,2000084,3
2018-02-24,2000000,3
2019-09-16,2000085,4
2020-02-27,2000136,8
2018-10-29,2000109,5
2019-04-02,2000062,5
2018-08-09,2000053,4
2018-01-17,2000149,0
2019-09-20,2000102,3
2019-01-11,2000084,1
2019-02-10,2000010,2
2020-07-14,2000038,7
2018-12-24,2000002,1
2019-10-18,2000097,2
2020-06-04,2000135,5
2020-08-29,2000134,1
2019-01-06,2000124,1
2020-12-18,2000048,4
2018-07-23,2000100,3
2019-04-26,2000002,3
2018-11-11,2000012,4
2020-04-12,2000147,5
2019-07-09,2000103,2
2020-12-05,2000097,2
2020-10-14,2000081,3
2020-11-23,2000111,7
2018-02-25,2000128,2
2018-10-21,2000055,2
2020-04-20,2000105,2
2019-05-07,2000043,5
2019-09-07,2000079,4
2019-08-19,2000103,7
2018-11-15,2000149,3
2018-05-01,2000122,2
2020-11-11,2000135,3
2018-03-19,2000146,4
2019-02-22,2000063,4
2019-10-15,2000055,2
2019-03-12,2000101,4
2018-07-06,2000134,2
2019-12-27,2000148,4
2018-03-23,2000058,1
2018-08-25,2000103,4
2019-03-12,2000080,3
2020-11-30,2000129,3
2020-03-19,2000118,6
2020-06-11,2000069,5
2018-07-21,2000012,1
2019-09-10,2000010,3
2018-02-14,2000142,3
2020-01-26,2000109,1
2018-02-08,2000008,4
2020-11-18,2000095,0
2020-01-01,2000017,1
2019-04-11,2000138,1
2018-01-05,2000066,8
2018-04-25,2000055,4
2020-09-15,2000142,4
2018-11-11,2000065,8
2019-02-26,2000066,6
2020-12-30,2000045,1
2018-05-30,2000078,3
2019-05-25,2000117,5
2018-08-22,2000053,5
2019-07-08,2000044,2
2020-02-28,2000041,3
2019-09-13,2000070,3
2018-09-25,2000061,1
2019-03-16,2000004,3
2018-04-16,2000066,1
2019-12-24,2000121,4
2018-10-26,2000078,3
2018-10-07,2000088,2
2020-11-15,2000090,1
2020-04-23,2000053,5
2020-10-16,2000084,3
2020-11-16,2000102,2
2020-06-22,2000067,4
2020-03-16,2000138,3
2020-07-01,2000106,4
2018-04-29,2000041,4
2019-05-10,2000000,3
2018-08-27,2000057,3
2019-03-21,2000100,2
2020-04-01,2000020,3
2019-07-22,2000064,1
2019-09-30,2000130,4
2019-09-29,2000144,0
2018-07-20,2000092,5
2019-05-16,2000098,0
2020-12-02,2000064,7
2018-01-15,2000113,2
2018-09-04,2000031,2
2020-10-21,2000029,2
2020-08-23,2000120,3
2019-04-16,2000045,5
2019-08-20,2000049,6
2019-01-21,2000000,5
2020-09-02,2000069,2
2018-06-11,2000014,1
2020-02-10,2000073,4
2019-07-21,2000075,4
2020-04-05,2000025,4
2020-04-11,2000004,0
2019-05-25,2000018,5
2020-10-24,2000134,3
2020-10-28,2000141,4
2019-01-29,2000072,3
2018-05-08,2000110,5
2018-12-07,2000067,4
2018-05-04,2000005,5
2019-06-25,2000010,4
2020-08-04,2000071,5
2020-10-23,2000113,5
2020-01-08,2000126,1
2020-05-04,2000022,5
2020-04-08,2000077,2
2019-04-25,2000083,2
2018-08-30,2000000,4
2020-05-02,2000079,4
2019-07-15,2000050,4
2020-11-11,2000002,4
2018-03-01,2000120,4
2019-05-27,2000130,1
2020-05-26,2000127,4
2020-01-07,2000000,1
2020-10-16,2000043,1
2018-09-10,2000109,2
2019-09-28,2000007,6
2018-04-27,2000013,4
2018-10-05,2000105,3
2019-12-07,2000149,1
2019-04-27,2000039,1
2018-05-31,2000116,1
2019-03-21,2000128,3
2019-07-02,2000134,0
2018-09-02,2000086,3
2020-07-22,2000145,4
2020-02-19,2000100,3
2020-09-13,2000032,2
2019-05-27,2000071,7
2019-10-05,2000041,3
2019-05-25,2000032,4
2020-10-25,2000058,2
2018-04-25,2000056,0
2019-10-07,2000078,3
2020-04-30,2000096,2
2018-07-21,2000132,2
2019-10-26,2000027,1
2018-07-09,2000040,3
2018-04-09,2000052,3
2019-12-18,2000047,2
2020-06-27,2000149,2
2019-09-12,2000080,3
2020-03-14,2000148,3
2019-02-22,2000024,2
2020-09-30,2000084,2
2020-09-10,2000080,7
2018-03-06,2000025,6
2019-10-16,2000130,3
2020-07-19,2000138,0
2019-05-10,2000029,0
2019-11-29,2000141,1
2018-08-31,2000086,4
2019-05-13,2000122,2
2018-02-15,2000029,2
2018-03-31,2000068,4
2018-03-08,2000126,0
2018-01-03,2000033,5
2020-02-28,2000094,6
2018-12-05,2000010,6
2020-10-31,2000117,1
2018-12-07,2000090,5
2019-09-20,2000077,4
2020-06-30,2000135,1
2018-07-14,2000088,4
2020-05-21,2000047,0
2020-10-30,2000097,3
2020-10-27,2000144,5
2018-04-25,2000129,3
2019-11-07,2000045,4
2020-06-05,2000108,9
2020-11-18,2000121,2
2018-08-07,2000023,2
2019-11-20,2000113,5
2020-04-14,2000081,4
2018-01-17,2000124,4
2019-11-28,2000029,4
2018-04-03,2000122,4
2019-09-06,2000067,2
2019-01-02,2000088,5
2019-07-01,2000122,6
2020-02-22,2000042,1
2018-07-11,2000105,4
2018-01-16,2000022,4
2018-09-12,2000002,2
2020-07-06,2000047,8
2020-04-29,2000039,7
2019-02-15,2000070,4
2018-02-18,2000065,3
2020-05-29,2000112,2
2018-01-20,2000103,2
2020-04-15,2000105,1
2019-12-27,2000105,2
2019-06-13,2000080,2
2018-09-01,2000116,8
2018-07-16,2000047,1
2018-03-07,2000079,0
2018-04-29,2000085,1
2018-07-02,2000067,5
2020-11-16,2000118,4
2019-03-14,2000032,3
2018-10-27,2000143,3
2019-10-08,2000124,3
2018-08-20,2000065,3
2020-05-02,2000064,1
2018-02-03,2000013,6
2019-04-22,2000047,2
2020-12-24,2000062,4
2019-04-23,2000067,1
2020-06-04,2000026,3
2018-11-20,2000149,4
2018-03-03,2000146,2
2019-06-02,2000096,2
2019-02-16,2000075,1
2018-06-08,2000015,4
2019-12-27,2000042,4
2019-03-09,2000042,2
2020-07-01,2000005,6
2019-09-18,2000091,2
2018-03-27,2000000,5
2020-03-24,2000065,3
2020-12-16,2000049,4
2020-09-29,2000130,3
2018-12-09,2000014,1
2019-10-12,2000144,1
2019-02-02,2000059,4
2019-06-11,2000046,1
2018-10-16,2000053,6
2019-10-04,2000023,3
2018-08-20,2000010,1
2020-03-25,2000099,2
2020-07-23,2000130,2
2018-10-15,2000010,4
2019-02-14,2000073,3
2018-10-23,2000103,4
2018-08-13,2000067,2
2019-07-28,2000047,2
2020-09-20,2000078,2
2019-04-07,2000134,3
2018-03-28,2000125,4
2018-08-13,2000066,2
2020-05-31,2000053,6
2018-11-08,2000014,4
2020-07-21,2000055,4
2018-11-18,2000037,1
